X1,X2,X3,X4
"LAWSON DEVELOPMENT, INC.",BENTONVILLE,AR,Good Standing
"LAWSON ELECTRIC CO., INC.",MULBERRY,AR,Revoked
"LAWSON ELECTRIC COMPANY, INC..",OZARK,AR,Withdrawn
"LAWSON ELECTRICAL & CONTROLS, LLC",LAWSON,AR,Good Standing
"LAWSON ENGINEERING AND CONSULTING, INC.",LITTLE ROCK,AR,Revoked
"LAWSON ENGINEERING, INC.",LITTLE ROCK,AR,Revoked
"LAWSON ENTERPRISES, INC.",PINE BLUFF,AR,Revoked
LAWSON EXPRESS LLC,MCGEHEE,AR,Revoked
"LAWSON FARM & METAL, INC.",SILOAM SPRINGS,AR,Good Standing
"LAWSON FARMS, INC.",FAYETTEVILLE,AR,Dissolved
LAWSON FINANCIAL CORPORATION,LITTLE ROCK,AR,Revoked
"LAWSON GENTRY INTERIORS, INC.",LITTLE ROCK,AR,Dissolved
LAWSON HOLDINGS CORP.,LITTLE ROCK,AR,Revoked
LAWSON HUNTING CLUB,PARON,AR,Good Standing
"LAWSON INVESTMENTS, LLC",BENTONVILLE,AR,Good Standing
"LAWSON LAND SURVEYING & MAPPING, P.A.",DARDANELLE,AR,Dissolved
"LAWSON LIQUOR, INC.",LITTLE ROCK,AR,Dissolved
"LAWSON MANUFACTURING COMPANY, INC.",STAR CITY,AR,Revoked
LAWSON MARDON LABEL INC.,X,AR,Revoked
"LAWSON MILL SERVICE COMPANY, INC.",STAR CITY,AR,Revoked
LAWSON PILGRIM MOTIVATIONAL CLINICS,CONWAY,AR,Good Standing
"LAWSON PILGRIM'S MOTIVATIONAL CLINICS, TRAINING & CONSULTING, LLC",CONWAY,AR,Dissolved
"LAWSON PRODUCTS, INC.",LITTLE ROCK,AR,Good Standing
"LAWSON PROPERTIES, INC.",SHERIDAN,AR,Good Standing
"LAWSON PROPERTIES, INC.",ELKINS,AR,Dissolved
LAWSON PROPERTY GROUP LLC,NORTH LITTLE ROCK,AR,Good Standing
LAWSON PROPERTY MAINTENANCE LLC,BENTONVILLE,AR,Good Standing
"LAWSON ROAD MINI STORAGE, LLC",LITTLE ROCK,AR,Revoked
"LAWSON ROAD PROPERTIES, LLC",LITTLE ROCK,AR,Good Standing
"LAWSON ROOFING, INC.",SPRINGDALE,AR,Revoked
"LAWSON SCHOOL BUS COMMITTEE, INC.",LAWSON,AR,Good Standing
"LAWSON SERVER COMPANY, L.L.C.",BELLA VISTA,AR,Good Standing
"LAWSON SOFTWARE AMERICAS, INC.",LITTLE ROCK,AR,Withdrawn
"LAWSON SOFTWARE USA, INC.",LITTLE ROCK,AR,Withdrawn
"LAWSON SQUARE PROPERTY OWNERS' ASSOCIATION, INC.",FAYETTEVILLE,AR,Good Standing
"LAWSON SQUARE, INC.                                                (R)",FAYETTEVILLE,AR,Revoked
"LAWSON TRACTOR SERVICE, INC.",ELKINS,AR,Revoked
"LAWSON TRANSIT, LLC",LITTLE ROCK,AR,Revoked
"LAWSON TRANSPORT SERVICES, LLC",JONESBORO,AR,Good Standing
"LAWSON TRANSPORTATION CO., INC.",WYNNE,AR,Revoked
LAWSON TRUCKING LLC,WEST MEMPHIS,AR,Revoked
LAWSON UNLIMITED LLC,HAMBURG,AR,Revoked
"LAWSON VENDING, INC.",SPRINGDALE,AR,Dissolved
"LAWSON W. TURNER ,III, P.A.",LITTLE ROCK,AR,Dissolved
"LAWSON WELDING SUPPLY CO., INC.",PINE BLUFF,AR,Good Standing
"LAWSON XII HOLDING, LLC",LITTLE ROCK,AR,Good Standing
"LAWSON'S BAIT SHOP, LLC",LEOLA,AR,Revoked
"LAWSON'S FLOWERS & GIFTS, L.L.C.",PINE BLUFF,AR,Dissolved
"LAWSON'S FREIGHT PAY,  INC.",NORTH LITTLE ROCK,AR,Dissolved
"LAWSON'S PLACE, LLC",CONWAY,AR,Revoked
"LAWSON, BURGESS, JOHNSON, INC.",X,AR,Revoked
"LAWSON, GLORIA, & COMPANY",,,Expired
"LAWSON, INC.",CABOT,AR,Revoked
"LAWSON, LUCINDA M, INC.",LITTLE ROCK,AR,Revoked
"LAWSON-MARDIS INVESTMENTS, INC.",ROGERS,AR,Good Standing
"LAWSON-PHILLIPS, INC.",SILOAM SPRINGS,AR,Revoked
"LAWSON-TROTTER, LLC",ROE,AR,Good Standing
"LAWSON-URBANA VOLUNTEER FIRE DEPARTMENT, INC.",EL DORADO,AR,Good Standing
LAWSON-URBANA WATER ASSOCIATION,LAWSON,AR,Converted
"LAWSON-WINFREY AGENCY, INC.",STUTTGART,AR,Revoked
"LAWSON/SOLMSON, INC.",X,AR,Revoked
LAWSON/TROTTER FAMILY LIMITED PARTNERSHIP,ROE,AR,Dissolved
LAWSONS RESTAURANT,MCGEHEE,AR,Good Standing
"LAWSONS, INC.",X,AR,Revoked
"LAX, VAUGHAN, FORTSON, ROWE & THREET, P.A.",LITTLE ROCK,AR,Good Standing
"LAYSON LAW, P.L.L.C.",LITTLE ROCK,AR,Good Standing
LB HUTSON HARD TIMES TRUCKING LLC,LOCKESBURG,AR,Revoked
"LD & SON INVESTMENT, LLC",WHITE HALL,AR,Good Standing
"LD GIBSON PROPERTIES, LLC",FAYETTEVILLE,AR,Good Standing
LEACH DICKINSON PROPERTIES INC.,LITTLE ROCK,AR,Good Standing
"LEACH DICKINSON PROPERTIES, LLC.",BENTONVILLE,AR,Converted
"LEAR AND JOHNSON STREET, CHURCH OF GOD IN CHRIST",CAMDEN,AR,Good Standing
LEASEWAY PERSONNEL CORP.,LITTLE ROCK,AR,Merged
"LECLERCQ, MAISON, INC.                                             (R)",BULL SHOALS,AR,Revoked
"LEDBETTER, COGBILL, ARNOLD & HARRISON, LLP.",FORT SMITH,AR,Good Standing
"LEDFORD & SONS, INC.",ARKADELPHIA,AR,Good Standing
"LEE & MASON FINANCIAL SERVICES, INC.",LITTLE ROCK,AR,Good Standing
LEE EGGERSON MINISTRIES INCORPORATED,MARIANNA,AR,Good Standing
LEE JACKSON CONSTRUCTION INC.,MULBERRY,AR,Good Standing
"LEE R. WATSON, P.A.",FORT SMITH,AR,Dissolved
"LEE ROBERTSON, INC.",BENTON,AR,Revoked
"LEE ROY & LOLA THOMPSON TRUCKING, INC.",HUNTSVILLE,AR,Dissolved
LEE WILSON & COMPANY,WILSON,AR,Withdrawn
LEE WILSON & COMPANY LLC,WILSON,AR,Good Standing
LEE WILSON CONSTRUCTION COMPANY                                  (D),WILSON,AR,Dissolved
LEE WILSON EQUIPMENT COMPANY OF POINSETT COUNTY,LEPANTO,AR,Dissolved
"LEE WILSON INSURANCE AGENCY, INC.",WILSON,AR,Dissolved
LEESBURG SONIC LLC,LITTLE ROCK,AR,Revoked
LEESON ELECTRIC CORPORATION,LITTLE ROCK,AR,Revoked
"LEESONG, LLC",FAYETTEVILLE,AR,Not Current
LEGG MASON FINANCIAL SERVICE,X,AR,Revoked
LEHIGH AND HUDSON RIVER RAILWAY INC.,LITTLE ROCK,AR,Good Standing
LEHIGH HANSON SERVICES LLC,LITTLE ROCK,AR,Good Standing
"LEIGH A. HUDSON, LCSW, P.A.",LITTLE ROCK,AR,Good Standing
"LEIGH LIAISONS, LLC",NORTH LITTLE ROCK,AR,Good Standing
"LEISENRING AND SONS, INC.",HEBER SPRINGS,AR,Dissolved
"LELAND M. THOMPSON, INC.",LITTLE ROCK,AR,Good Standing
"LEMING & SON EXCAVATING & MATERIAL HANDLING, LLC",LINCOLN,AR,Good Standing
"LEMING & SON TRUCKING, INC.",LINCOLN,AR,Good Standing
"LEO SHIPMAN MASONRY, INC.",ROGERS,AR,Revoked
"LEO SHIPMAN MASONRY, INC.",,,Used
"LEON ANDERSON INSURANCE, INC.",RUSSELLVILLE,AR,Good Standing
"LEON BRITTON & SON DETAIL SHOP, INC.",CONWAY,AR,Revoked
"LEON BROTHERS AND SON, INC.",BLYTHEVILLE,AR,Revoked
"LEON WILSON, INC.",DEWITT,AR,Dissolved
"LEONARD 'BOSS' FULKERSON FOUNDATION, INC.",EL DORADO,AR,Good Standing
LEOSONT COMPANY LTD. CO.,LITTLE ROCK,AR,Revoked
"LEOTIS RICHARDSON III, DDS, P.C.",LITTLE ROCK,AR,Good Standing
"LEPANTO MASONIC TEMPLE ASSOCIATION, INCORPORATED",LEPANTO,AR,Good Standing
LEROY WOOD JACKSONVILLE FUNERAL SERVICES,,AR,Expired
"LES CLAUSEN & SONS, INC.",NEWPORT,AR,Dissolved
"LESLIE HALL DICKINSON, D.D.S., P.A.",LITTLE ROCK,AR,Good Standing
LESSONS FOR LIFE,LITTLE ROCK,AR,Good Standing
LESSONS FOR LIFE GOLF INSTRUCTION,NORTH LITTLE ROCK,AR,Good Standing
LESSONS FOR LIFE GOLF INSTRUCTION INC.,,AR,Expired
"LESSONS LEARNED, L.L.C.",LITTLE ROCK,AR,Good Standing
"LESSONS LEARNED, LLC",FAYETTEVILLE,AR,Dissolved
"LESTER AND SONS SERVICE AND REPAIR, LLC",LEACHVILLE,AR,Dissolved
"LESTER AND SONS, INC.",FORT SMITH,AR,Good Standing
LEVELL JACKSON TRUCKING LLC,PINE BLUFFINE BLUFF,AR,Good Standing
"LEVENSON FAMILY INVESTMENTS, LLC",LITTLE ROCK,AR,Revoked
"LEVI, TOTSON, CREW, LLC",CLARKSVILLE,AR,Dissolved
"LEVINSON CARDIOVASCULAR CONSULTING, LLC",JONESBORO,AR,Dissolved
"LEVINSON CLEANERS, INC.",LITTLE ROCK,AR,Good Standing
"LEW THOMPSON & SON DEDICATED LEASING, INC.",SPRINGDALE,AR,Good Standing
"LEW THOMPSON & SON DEDICATED, INC.",SPRINGDALE,AR,Good Standing
LEW THOMPSON & SON HOLDING INC.,SPRINGDALE,AR,Good Standing
LEW THOMPSON & SON LEASING INC.,SPRINGDALE,AR,Good Standing
"LEW THOMPSON & SON PETROLEUM COMPANY, INC.",HUNTSVILLE,AR,Dissolved
"LEW THOMPSON & SON PETROLEUM, INC,",SPRINGDALE,AR,Good Standing
LEW THOMPSON & SON REAL ESTATE INC.,SPRINGDALE,AR,Good Standing
"LEW THOMPSON & SON TRUCKING, INC",FAYETTEVILLE,AR,Dissolved
"LEW THOMPSON & SON TRUCKING, INC.",SPRINGDALE,AR,Good Standing
"LEW THOMPSON & SON, INC.",SPRINGDALE,AR,Good Standing
"LEW THOMPSON AND SON, INC.",HUNTSVILLE,AR,Merged
"LEW THOMPSON MANAGEMENT, INC",SPRINGDALE,AR,Good Standing
"LEW THOMPSON PROPERTIES, LLC",SPRINGDALE,AR,Good Standing
"LEW THOMPSON REAL ESTATE, INC,",SPRINGDALE,AR,Not Current
LEWIS & SON CONSTRUCTION L.L.C.,SHERWOOD,AR,Revoked
LEWIS & SON RICE PROCESSING CORPORATION,EARLE,AR,Dissolved
"LEWIS & SON'S RAZORBACK SALVAGE, INC.",MOUNTAINBURG,AR,Dissolved
"LEWIS & SONS CONSTRUCTION, INC.",VILONIA,AR,Dissolved
LEWIS & SONS CONTRACTING LLC,PRAIRIE GROVE,AR,Revoked
LEWIS AND SONS,VILONIA,AR,Good Standing
LEWIS JOHNSON FAMILY CEMETERY ASSOCIATION,LITTLE ROCK,AR,Good Standing
"LEWIS JOHNSON FARMS, INC.",HELENA,AR,Revoked
LEWIS JONES MASONARY INC.,SEARCY,AR,Good Standing
"LEWIS PERSONAL SERVICES, INCORPORATED                              (D)",TEXARKANA,AR,Dissolved
LEWIS SIMPSON CUSTOM PAINTING INC.,NORTH LITTLE ROCK,AR,Revoked
LH GIPSON FARM LLC,HARRISON,AR,Revoked
"LIAISON OF ARKANSAS, INC.",LITTLE ROCK,AR,Good Standing
"LIAISON, INC.",FORT SMITH,AR,Revoked
LIBERTY MUTUAL PERSONAL INSURANCE COMPANY,,,Good Standing
LIBERTY UTILITIES (WOODSON-HENSLEY WATER) CORP.,LITTLE ROCK,AR,Merged
"LIEBMAN, A. L., & SON OF ARKANSAS INC.                             (R)",FORT SMITH,AR,Revoked
"LIFE AFTER PRISON MINISTRIES, INC.",CONWAY,AR,Good Standing
"LIFE LESSONS, L.L.C.",LITTLE ROCK,AR,Revoked
LIFE OUTREACH CHURCH HARRISON,HARRISON,AR,Good Standing
LIFE SONG BAPTIST CHURCH,GREENBRIER,AR,Good Standing
"LIFESONG MINISTRIES, INC.",HARRISON,AR,Good Standing
"LIGHTMAN JACKSONVILLE CO., LLC",JONESBORO,AR,Dissolved
LIGHTOWLER JOHNSON ASSOCIATES INCORPORATED,LITTLE ROCK,AR,Good Standing
LIGHTOWLER JOHNSON ASSOCIATES INCORPORATED,LITTLE ROCK,AR,Withdrawn
LIKE FATHER LIKE SON LLC,FAYETTEVILLE,AR,Good Standing
LIKE FATHER LIKE SON MINISTRIES,ROMANCE,AR,Good Standing
LIKE FATHER LIKE SON MINISTRIES  INCORPORATE,,,Expired
LIKE FATHER LIKE SON TENT MINISTRY INC.,ROMANCE,AR,Good Standing
"LINCOLN AREA CHAPTER #4794 OF AMERICAN ASSOCIATION OF RETIRED PERSONS,",LINCOLN,AR,Good Standing
"LINDA JOHNSON ENTERPRISES, LTD.",SEARCY,AR,Revoked
LINDA'S HELPING HAND PRISON MINISTRY,LITTLE ROCK,AR,Good Standing
LINDA'S PERSONAL CREATIONS LLC,LITTLE ROCK,AR,Revoked
"LINDEN MASONRY CONSTRUCTION, INC.",BENTONVILLE,AR,Revoked
"LINDLEY-NELSON, INC.",OZARK,AR,Good Standing
LINDSEY AND EDMONDSON ELECTRICAL LLC,HINDSVILLE,AR,Good Standing
LINDSEY GIPSON LLC,BENTONVILLE,AR,Good Standing
"LINDSEY HENDERSON, PSY.D., CLINICAL PSYCHOLOGIST, PLLC",BENTON,AR,Revoked
"LINDSEY, S. E., & SONS, INC.                                       (D)",MORO,AR,Dissolved
"LINEBARGER GOGGAN BLAIR & SAMPSON, LLP",LITTLE ROCK,AR,Good Standing
LINN ROBINSON LLC,WICKES,AR,Revoked
LINSON LLC,FAYETTEVILLE,AR,Dissolved
"LINVILLE & SON CONSTRUCTION COMPANY, INCORPORATED",NASHVILLE,AR,Good Standing
"LINVILLE JOHNSON, PLLC",LITTLE ROCK,AR,Good Standing
LION OF JUDA EVANGELISTIC PRISON MINISTRIES,LITTLE ROCK,AR,Good Standing
LIPTON & OLSON DEVELOPMENT LLC,HOT SPRINGS,AR,Good Standing
LISA J. MASON FAMILY LIMITED LIABILITY COMPANY,SPRINGDALE,AR,Revoked
LISA MURPHY-THOMPSON PLLC,FAYETTEVILLE,AR,Good Standing
"LISA NELSON HOMES, INC.",PEA RIDGE,AR,Revoked
"LISENBEY, JASON B., FARMS, INC.",SHERIDAN,AR,Revoked
LISON & HAYNES ENTERPRISE LLC,LITTLE ROCK,AR,Good Standing
"LITERACY COUNCIL OF JACKSON COUNTY, INC.",X,AR,Good Standing
LITERACY COUNCIL OF JEFFERSON COUNTY,PINE BLUFF,AR,Good Standing
"LITTLE ROCK COLLISON CENTER, L.L.C.",LITTLE ROCK,AR,Revoked
LITTLE ROCK MASONRY LLC.,SHERWOOD,AR,Good Standing
"LITTLE ROCK PERSONNEL SERVICES, INC.",LITTLE ROCK,AR,Good Standing
LITTLE ROCK WINNELSON CO.,LITTLE ROCK,AR,Withdrawn
LITTLE ROCK WINNELSON SUPPLY CO.,LITTLE ROCK,AR,Good Standing
"LITTLE THEATRE OF JACKSONVILLE, ARKANSAS, INC.",JACKSONVILLE,AR,Good Standing
LITTLEMAN HUDSON LLC,RUSSELLVILLE,AR,Good Standing
"LITTLER MENDELSON, P.C.",LITTLE ROCK,AR,Good Standing
"LITTRELL-DAWSON CHRYSLER, DODGE, JEEP, INC.",BLYTHEVILLE,AR,Dissolved
"LLOYD G. OLIPHANT AND SONS PAINT COMPANY, INC.",LITTLE ROCK,AR,Withdrawn
"LLOYD JOHNSON FARMS, INC.",SPRINGDALE,AR,Revoked
"LLOYD K. BURSON, JR. LLC",LITTLE ROCK,AR,Revoked
"LOAVA ALLISON CONSULTING, INC.",HOT SPRINGS NATIONAL PARK,AR,Good Standing
LOCHRIDGE SONS LLLP,BENTONVILLE,AR,Good Standing
"LOCKED DOWN FOR THE LORD PRISON MINISTRY, INC.",HOPE,AR,Good Standing
"LOCKHART INVESTIGATIONS & PERSONAL SERVICES, INC.",BENTONVILLE,AR,Dissolved
"LOCKLEY & SONS, INC.",PARKIN,AR,Revoked
LOCKRIDGE SONS INCORPORATED,,,Expired
LOGISTICS PERSONNEL CORP.,LITTLE ROCK,AR,Revoked
LOITZ & SONS PLUMBING INC.,MOUNTAIN HOME,AR,Revoked
"LOLA SON MOBILE TRAILER REPAIR, INC",WEST MEMPHIS,AR,Not Current
"LOLA SON TRUCKING, INC",WEST MEMPHIS,AR,Not Current
LONE SON LLC,BEEBE,AR,Good Standing
LONE'S JACKSONVILLE INC,JACKSONVILLE,AR,Dissolved
"LONG & JACKSON, INCORPORATED",FORREST CITY,AR,Dissolved
LONG HAUL LIAISON LIMITED LIABILITY COMPANY,LESLIE,AR,Good Standing
"LONG LAYER MASONRY, INC.",BENTONVILLE,AR,Revoked
"LONG-WATSON-LONG DEVELOPMENT, LLC",HEBER SPRINGS,AR,Good Standing
LONGINOTTI AND SONS TRANSPORTATION CORP.,MALVERN,AR,Revoked
"LONNIE CROWELL MASONRY, INC.",DARDANELLE,AR,Good Standing
"LONNIE E. HARRISON, M.D., P.A.",FORT SMITH,AR,Revoked
LONNIE HARRISON P.A.,MALVERN,AR,Good Standing
"LONNIE HARRISON, M.D., PROPERTIES L.L.C.",LITTLE ROCK,AR,Good Standing
"LONNIE RICHARDSON DOZER, LLC",GRANNIS,AR,Good Standing
"LONNIE ROBINSON M.D., P.A.",MOUNTAIN HOME,AR,Good Standing
"LONZO WILSON INSURANCE, INC",BATESVILLE,AR,Dissolved
LOPEZ MASONRY LLC,ALEXANDER,AR,Good Standing
"LORD LOOSETH THE PRISONER MINISTRIES, INC., THE",SEARCY,AR,Dissolved
"LORI L. BRONSON, INC.",NORTH LITTLE ROCK,AR,Revoked
LOSING IT PERSONAL TRAINING AND NUTRITION,,AR,Expired
"LOTTIE M. SCHMIDT & THOMPSON INSURANCE AGENCY, LLC",LITTLE ROCK,AR,Withdrawn
LOUIS & SON MANAGEMENT L.L.C.,PINEBLUFF,AR,Revoked
"LOUIS, MAISON, INC.                                                (R)",LITTLE ROCK,AR,Revoked
LOVE AND ACCEPTANCE PRISON OUTREACH MINISTRY,MABELVALE,AR,Dissolved
LOVE OUTREACH AND RESTORATION PRISON MINISTRIES INC.,PINE BLUFF,AR,Good Standing
"LOVETT MITCHELL WEBB & GARRISON, INC.                              (W)",LITTLE ROCK,AR,Withdrawn
"LOVIN AND SONS ELECTRICAL CONTRACTORS, INC.",HUNTSVILLE,AR,Good Standing
"LOWELL E. NELSON SPORTING GOODS COMPANY, INC.",ARKADELPHIA,AR,Dissolved
"LOWELL JOHNSON'S NURSERY & LANDSCAPING, INC.",BERRYVILLE,AR,Dissolved
"LOWERY MASONRY CONTRACTORS, INC.",LITTLE ROCK,AR,Dissolved
"LOWRY SON LOGGING, INC.",SEARCY,AR,Dissolved
LOYD ANDERSON PRODUCE COMPANY,GENTRY,AR,Revoked
"LOYD, W. B., AND SONS, INC.",LAKE VILLAGE,AR,Revoked
LOZANO'S MASONRY LLC,CONWAY,AR,Not Current
LRPETERSON FAMILY LIMITED LIABILITY COMPANY,WALDO,AR,Dissolved
LT & SON INC.,X,AR,Revoked
"LTC OF JACKSONVILLE, LLC",MOUNTAIN HOME,AR,Good Standing
"LUCAS AND SONS, INC.",CAMDEN,AR,Dissolved
"LUCAS HUDSON CAPITAL, LIMITED LIABILITY COMPANY",RUSSELLVILLE,AR,Good Standing
"LUDINGTON & LAWSON, PLLC",FORT SMITH,AR,Dissolved
"LUMBRA, ROBINSON & ASSOCIATES, INC.",FAYETTEVILLE,AR,Converted
"LURA WILSON, INC.",DEWITT,AR,Dissolved
"LUSK, R. M., AND SON TRUCKING, INC.                                (R)",PINE BLUFF,AR,Revoked
"LUT-SON, INC.",SPRINGDALE,AR,Revoked
LUTHER WILSON LOGGING LLC,CHIDESTER,AR,Revoked
"LUVSONG INVESTMENTS, LLC",WILLIFORD,AR,Good Standing
"LUWALHATI ADMANA JOHNSON, P.A.",SPRINGDALE,AR,Revoked
"LYMAN DAVIDSON DOOLEY, INC.",FAYETTEVILLE,AR,Revoked
"LYNCH & SONS OF ARKANSAS, INC.",LITTLE ROCK,AR,Revoked
"LYNDA M. JOHNSON, P.A.",LITTLE ROCK,AR,Good Standing
"LYNETTE JOHNSON, M.D., P.A.",HARRISON,AR,Dissolved
"LYNN FERGUSON, INC.",RUSSELLVILLE,AR,Dissolved
"LYNN JOHNSON CO., INC., THE",LITTLE ROCK,AR,Revoked
"LYNNE JACKSON, LLC",FAYETTEVILLE,AR,Not Current
"LYNNSON, INC.",JONESBORO,AR,Revoked
"LYONS-JEFFERSON FARMS, LLC",LITTLE ROCK,AR,Dissolved
M & C JOHNSON FAMILY LIMITED PARTNERSHIP,LITTLE ROCK,AR,Revoked
M & C MASONRY LLC,MABELVALE,AR,Revoked
M & C ROBINSON AND ASSOCIATES LLC,PINE BLUFF,AR,Revoked
M & D MASONRY LLC,LITTLE ROCK,AR,Revoked
"M & D PERSONALIZED SERVICES, LLC",WATSON,AR,Good Standing
"M & M HUDSON ENTERPRISES, INC.",ROGERS,AR,Good Standing
M & M MASON ENTERPRISE LLC,LITTLE ROCK,AR,Revoked
"M & N - JEFFERSON, LLC",JONESBORO,AR,Good Standing
"M & R MASONRY, INC.",WHITE HALL,AR,Revoked
M & R ROBINSON LLC,JACKSONVILLE,AR,Revoked
M AND L ALL SEASON GIFT SHOP LLC,LITTLE ROCK,AR,Revoked
M B JOHNSON LLC,LITTLE ROCK,AR,Revoked
"M BAR OF HARRISON, LLC",HARRISON,AR,Good Standing
"M D HODGSON, INC.",HEBER SPRINGS,AR,Revoked
M JAMES PATTERSON LTD,CABOT,AR,Revoked
"M LARSON, INC.",LOWELL,AR,Revoked
"M PETERSON CONSULTING, INC.",CABOT,AR,Revoked
"M SONG DESIGN, LLC",SPRINGDALE,AR,Good Standing
"M WILSON, LTD",BATESVILLE,AR,Good Standing
"M&E MASONARY, INC.",LITTLE ROCK,AR,Revoked
M&E WILKERSON LLC,LONSDALE,AR,Dissolved
M&M'S ONE GOOD REASON LLC,FAYETTEVILLE,AR,Good Standing
M-1 MASONRY & CONSTRUCTION L.L.C.,MABELVALE,AR,Revoked
"M. & W. MASONARY, INC.                                             (R)",SALADO,AR,Revoked
"M. A. JACKSON, M.D., P.A.",LITTLE ROCK,AR,Dissolved
"M. A. MASONRY CONTRACTORS, INC.",X,AR,Revoked
M. A. MORTENSON COMPANY,LITTLE ROCK,AR,Good Standing
"M. BRUCE SANDERSON, M.D., P.A.",LITTLE ROCK,AR,Good Standing
"M. CAROLYN WILSON M.D., P.A.                                      (R)",MOUNTAIN HOME,AR,Revoked
M. DAWSON CONSTRUCTION LLC,JACKSONVILLE,AR,Good Standing
"M. E. JOHNSON CONSTRUCTION COMPANY, INC.",FAYETTEVILLE,AR,Revoked
M. E. JOHNSON NEONATAL SPECIALTY SERVICES LLC,BIGELOW,AR,Good Standing
"M. E. SAMPSON & ASSOCIATES, INC.",LITTLE ROCK,AR,Dissolved
"M. E. SHANNON & SONS, INC.",WILSON,AR,Dissolved
"M. HIXSON AVIATION, LLC",PINE BLUFF,AR,Good Standing
M. JOHNSON FAMILY LIMITED PARTNERSHIP,LITTLE ROCK,AR,Revoked
"M. JOHNSON THERAPY SERVICES, INC.",LAVACA,AR,Revoked
"M. JOHNSON'S TRUCKING, LLC",HOPE,AR,Revoked
M. SIMPSON LLC,PARAGOULD,AR,Revoked
"M. STEPHEN HARRISON, JR., D.D.S., P.A.",HOT SPRINGS VILLAGE,AR,Good Standing
M. TRENT GUBLER DDS PERSONAL CORP.,ROGERS,AR,Good Standing
"M. WILSON TRANSPORTATION, LLC",ALMA,AR,Revoked
M.A. HENDERSON PLANTING COMPANY,KEISER,AR,Good Standing
"M.B. ANDERSON & ASSOCIATES, INC.",LITTLE ROCK,AR,Revoked
M.D. ANDERSON PHYSICIANS NETWORK,LITTLE ROCK,AR,Withdrawn
M.D. THOMPSON & SON CO.,MCCRORY,AR,Good Standing
"M.D.T. PERSONAL PROPERTY REPAIR, LLC",NORTH LITTLE ROCK,AR,Revoked
"M.E. WILSON COMPANY, LLC",LITTLE ROCK,AR,Good Standing
M.G. MASONRY LLC,JACKSONVILLE,AR,Good Standing
"M.G. ROBINSON & ASSOCIATES, INC.",EUREKA SPRINGS,AR,Dissolved
"M.R.WILSON & COMPANY, P.A.",SPRINGDALE,AR,Good Standing
"M.T. MORRISON, LLC",JONESBORO,AR,Revoked
M.W. FONDREN AND SON LLC,FOUKE,AR,Revoked
"M.W. ST. JOSEPH GRAND MASONIC LODGE, INC., A.F. & A.M., SCOTTISH RITE.",LITTLE ROCK,AR,Good Standing
MA PARSON ODDITIES,MABELVALE,AR,Dissolved
"MACEDONIA MISSIONARY BAPTIST CHURCH WILSON, AR 72395",DRIVER,AR,Good Standing
"MACEDONIA MISSIONARY BAPTIST CHURCH, RISON, ARKANSAS",RISON,AR,Good Standing
"MACK JOHNSON HUNTING CLUB, INC.",RISON,AR,Good Standing
"MACK THOMPSON & SON SIGNS, INC.",FORT SMITH,AR,Good Standing
"MACKENZIE SONIC OF MORRILTON, INC.",LITTLE ROCK,AR,Good Standing
"MACKENZIE SONIC- LAKE VILLAGE, INC.",LITTLE ROCK,AR,Good Standing
MACSON ENTERPRISES INC.,BENTONVILLE,AR,Revoked
"MACY MADISON, LLC",LITTLE ROCK,AR,Revoked
"MADCATS OF JACKSONVILLE, ARKANSAS, INC.                            (R)",JACKSONVILLE,AR,Revoked
"MADDOX ROAD BAPTIST CHURCH, JACKSONVILLE, ARKANSAS",CABOT,AR,Good Standing
"MADISON & ASSOCIATES OF TEXAS, L.P.",FORT SMITH,AR,Revoked
"MADISON & MADISON, L.L.C.",RUSSELLVILLE,AR,Dissolved
"MADISON ACRES, LLC",JONESBORO,AR,Good Standing
"MADISON APARTMENT GROUP, L.P.",LITTLE ROCK,AR,Withdrawn
"MADISON ASSETS, LLC",FAYETTEVILLE,AR,Good Standing
"MADISON ASSISTED LIVING - A WATERS COMMUNITY, LLC",LITTLE ROCK,AR,Not Current
"MADISON ASSOCIATES, A LIMITED PARTNERSHIP",MARIANNA,AR,Revoked
"MADISON AVE. STAFFING, LLC",FAYETTEVILLE,AR,Dissolved
MADISON AVENUE FINANCIAL GROUP LLC,LITTLE ROCK,AR,Dissolved
"MADISON AVENUE FINANCIAL GROUP, LLC",LITTLE ROCK,AR,Dissolved
"MADISON AVENUE SECURITIES, LLC",LITTLE ROCK,AR,Good Standing
MADISON BANK & TRUST,,AR,Cancelled
"MADISON BATES INSURANCE, INC.",LITTLE ROCK,AR,Revoked
"MADISON BEND PLANTING, INC.",MARIANNA,AR,Good Standing
"MADISON BENEFIT ADMINISTRATORS, INC.",LITTLE ROCK,AR,Revoked
"MADISON BOE CUSTODIAL ACCOUNT, LLC",LITTLE ROCK,AR,Good Standing
"MADISON BRADLEY FARMS, LLC",WEINER,AR,Good Standing
MADISON BURNS PROPERTY LLC,BENTONVILLE,AR,Good Standing
"MADISON CADILLAC, INC.                                             (D)",LITTLE ROCK,AR,Dissolved
"MADISON COATINGS (SOUTHEAST), INC.                                 (W)",LITTLE ROCK,AR,Withdrawn
MADISON COFFEE HOUSE LLC,ELKINS,AR,Revoked
"MADISON COMMERCIAL PROPERTIES, INC.",NORTH LITTLE ROCK,AR,Good Standing
MADISON COMMUNITY DEVELOPMENT CORPORATION,MADISON,AR,Good Standing
MADISON CONWAY LLC,LITTLE ROCK,AR,Withdrawn
